Country,city,location,parameter_name,parameter_description,measurement_datetime,measurement_value,unit,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),14-02-19,75.517,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),24-05-17,84.668,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),12-04-12,75.526,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),21-07-14,157.799,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),02-05-20,20356.396,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),29-04-17,18220.332,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),21-07-23,3594.254,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),02-03-21,102.183,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-BA0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),24-08-15,41.1,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),06-01-17,14.257,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),17-08-10,3.344,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2019&Year_to=2019&Station=STA-BA0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),25-11-17,1.792,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-BA0037A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),10-09-15,81.89,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),02-05-18,67.483,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,SO2,Sulphur dioxide (air),17-08-11,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),20-04-19,19.528,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,SO2,Sulphur dioxide (air),17-10-15,856.772,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),31-07-11,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,SO2,Sulphur dioxide (air),10-07-14,339.061,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),17-07-20,51.6,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,SO2,Sulphur dioxide (air),28-08-21,58.952,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2019&Year_to=2019&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),17-08-14,6.846,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,SO2,Sulphur dioxide (air),04-12-12,46.492,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),26-08-17,15.517,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),09-11-21,66.161,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),30-12-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),13-01-19,35.976,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),01-11-15,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),24-10-17,23,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),25-08-15,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),26-05-14,344.688,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),05-01-20,3375.34,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),03-03-23,1.506,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),03-03-23,5.547,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),09-05-20,63.483,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),21-12-22,72787.5,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),29-03-17,118.513,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),11-06-18,42190,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),05-03-19,126.766,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),05-05-11,263.283,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),25-05-21,116.516,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),22-06-23,2.129,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),19-03-12,47.176,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),02-10-22,0.53,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0032A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),21-07-20,46.673,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),30-07-22,42,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),26-12-20,47.05,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),09-04-19,48.492,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),22-10-13,1,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),25-12-16,3.1,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),16-08-20,278.221,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),06-10-19,38.506,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),08-02-20,102,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),12-10-22,96.85,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),15-07-11,90.3,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),21-09-20,25.357,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),26-10-16,93.8,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),05-10-17,29.981,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),16-10-13,0.667,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),29-10-14,99999,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),06-06-22,52.903,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),27-11-18,216.831,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),29-03-20,16.059,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),23-09-21,168.532,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),12-04-21,5.329,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),09-04-16,89.024,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,NO2,Nitrogen dioxide (air),17-10-19,16.971,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),28-05-18,27.801,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),01-07-16,1.232,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),14-04-16,10.812,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),17-12-12,1.446,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),01-02-13,6,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),24-05-14,2259.77,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),09-06-17,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),20-12-22,4.221,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),14-07-19,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),11-06-13,3.515,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),27-04-16,133.692,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),29-01-14,96800,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),05-09-11,3696.546,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,CO,Carbon monoxide (air),16-05-15,0.46,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),06-10-22,2962.948,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),20-06-22,26.397,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NOX as NO2,Nitrogen oxides (air),14-09-18,0.233,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),09-08-19,98.318,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,NOX as NO2,Nitrogen oxides (air),09-01-21,10.361,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,NOX as NO2,Nitrogen oxides (air),01-08-15,25.452,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),01-09-10,26.767,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TUZLA , BUKINJE,CO,Carbon monoxide (air),12-06-19,4.841,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2019&Year_to=2019&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),27-09-11,68.014,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0045A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),01-06-17,-0.162,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2020&Year_to=2020&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),27-05-18,163.092,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0045A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),13-06-15,-0.049,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
