Country,City,Location,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),2018,54.265,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),2017,1.942,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),2019,1.367,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),2019,4.924,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2021,12.895,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2016,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2017,96.699,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2019,117.022,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2022,107.218,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2016,110.889,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2018,16.541,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2020,34.678,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2021,29.704,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2020,74.925,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2016,1.857,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2018,7.952,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2022,22.195,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2018,609.57,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2016,0.068,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2022,22.109,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2016,80.462,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2018,40.573,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2022,56.488,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2020,22.797,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2019,179.035,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2019,183,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2023,116.099,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2022,164.721,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2019,0.082,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2022,53.008,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2022,10.667,count,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2018,27239.006,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2021,19420.042,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2021,5063.617,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2018,64.642,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2018,80.943,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NOX as NO2,Nitrogen oxides (air),2023,128.456,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO,Nitrogen monoxide (air),2022,5.049,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2019,24.665,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2023,15.525,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2020,0.743,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2021,4.271,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2018,32.921,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2019,32.535,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2017,8.023,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2022,4.161,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2017,34.892,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2023,33.424,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2016,64,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2017,73,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2022,15,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2017,73.037,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2017,12644.266,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2016,98.133,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2016,98.055,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2022,62.381,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2017,11.221,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2016,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2019,24.869,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2022,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2021,91.587,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2019,40.777,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2017,56.015,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NOX as NO2,Nitrogen oxides (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,CO,Carbon monoxide (air),2022,808.954,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,CO,Carbon monoxide (air),2021,3.871,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,CO,Carbon monoxide (air),2022,18923.5,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,CO,Carbon monoxide (air),2021,0.901,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM2.5,Particulate matter < 2.5 µm (aerosol),2016,4.623,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM2.5,Particulate matter < 2.5 µm (aerosol),2016,21.722,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2017,0.44,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2017,23.684,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2022,58.036,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2019,32.546,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,13.054,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,9.515,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,13.054,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2021,19.616,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2021,29.327,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2021,2.105,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2023,36.869,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2022,43.784,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2023,36.869,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2023,17.968,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2021,111.245,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2022,34.118,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2023,135.28,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2021,127.584,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2021,70.86,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2021,68.395,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2021,9118.547,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2021,1.563,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2021,0.248,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2023,52,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2022,673.767,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2021,1.637,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2022,14.898,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2017,175.125,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,178.767,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2016,153.986,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2020,18.696,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2018,26.854,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2021,41.406,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2018,6.833,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2020,29.167,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2021,88.25,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2018,114.333,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2018,8.33,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2019,15089.84,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2018,10.45,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2020,6604.257,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2020,27.517,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2023,110.351,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,69.065,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2020,87.715,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,76.159,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2022,123.915,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2023,147.03,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,2.05,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2022,0.13,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2022,32.26,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2019,35.478,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2020,38.567,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2020,116.505,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2017,37.277,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2020,155.835,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2017,34.054,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2019,85.845,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2019,37.21,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NOX as NO2,Nitrogen oxides (air),2022,0.061,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NOX as NO2,Nitrogen oxides (air),2022,70.226,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO,Nitrogen monoxide (air),2023,26.633,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2019,22.308,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2023,68.988,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2020,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2023,17.65,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2018,235.604,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2021,172.711,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2022,212.683,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2023,23.769,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,47.308,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2020,113.359,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,23.501,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,50,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2018,688.97,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,28.001,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2016,172.048,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,63.436,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2019,11022.452,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2019,3,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2019,120.567,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2017,37.699,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2018,19.102,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2020,146,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2020,82,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2018,56.717,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2019,77.938,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2018,35.399,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2016,3.529,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2021,21.979,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2016,168.086,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2017,0.003,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2020,0.287,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,89.217,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,248.175,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2022,137.232,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2022,31.022,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2021,2.605,ug/m3,E1a/validated data AQ e-Reporting,
